id;age;workclass;fnlwgt;education;education_num;marital_status;occupation;relationship;race;sex;capital_gain;capital_loss;hours_per_week;native_country
23129;64; Local-gov;198728; Some-college;10; Never-married; Transport-moving; Unmarried; White; Male;0;0;40; United-States
23130;31; Federal-gov;126501; Assoc-voc;11; Never-married; Prof-specialty; Own-child; White; Male;0;0;40; United-States
23131;48; Private;233802; Masters;14; Married-civ-spouse; Exec-managerial; Husband; Black; Male;0;0;45; United-States
23132;37; Self-emp-not-inc;204501; Bachelors;13; Married-civ-spouse; Sales; Husband; White; Male;0;0;20; Canada
23133;28; Private;208249; Some-college;10; Divorced; Tech-support; Not-in-family; White; Male;0;0;24; United-States
23134;42; Private;188693; Some-college;10; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;40; United-States
23135;60; Self-emp-inc;93272; 7th-8th;4; Married-civ-spouse; Sales; Husband; White; Male;0;0;60; United-States
23136;17; Private;159299; 11th;7; Never-married; Other-service; Own-child; White; Female;0;0;20; United-States
23137;21; ?;303588; Some-college;10; Never-married; ?; Own-child; White; Female;0;0;30; United-States
23138;46; Private;35136; 10th;6; Divorced; Adm-clerical; Own-child; Black; Male;0;0;40; United-States
23139;18; Private;139576; HS-grad;9; Never-married; Adm-clerical; Own-child; White; Female;0;0;40; United-States
23140;22; Private;252355; HS-grad;9; Never-married; Other-service; Not-in-family; White; Male;0;0;27; United-States
23141;44; Self-emp-not-inc;83812; Bachelors;13; Divorced; Exec-managerial; Not-in-family; White; Male;0;0;60; United-States
23142;36; Private;89718; HS-grad;9; Married-civ-spouse; Sales; Husband; White; Male;0;0;40; United-States
23143;65; Private;222810; Assoc-voc;11; Divorced; Exec-managerial; Not-in-family; White; Female;0;0;40; United-States
23144;26; Private;456618; HS-grad;9; Never-married; Other-service; Not-in-family; White; Male;0;0;40; Mexico
23145;21; Private;296158; 10th;6; Married-civ-spouse; Other-service; Husband; White; Male;0;0;25; United-States
23146;41; Private;162140; HS-grad;9; Divorced; Craft-repair; Not-in-family; White; Male;0;2339;40; United-States
23147;28; Private;36601; Some-college;10; Never-married; Other-service; Unmarried; White; Female;0;0;35; United-States
23148;27; Private;195337; Some-college;10; Never-married; Machine-op-inspct; Not-in-family; White; Female;0;0;40; United-States
23149;19; State-gov;282721; Some-college;10; Never-married; Other-service; Not-in-family; Black; Male;0;0;12; United-States
23150;40; Private;206049; Some-college;10; Married-civ-spouse; Transport-moving; Husband; White; Male;0;0;40; United-States
23151;19; Private;223392; HS-grad;9; Never-married; Handlers-cleaners; Own-child; White; Male;0;0;15; United-States
23152;40; Private;27821; Assoc-voc;11; Married-civ-spouse; Transport-moving; Husband; White; Male;2829;0;40; United-States
23153;37; Private;131827; HS-grad;9; Never-married; Craft-repair; Unmarried; White; Male;0;0;40; United-States
23154;33; Private;549413; Some-college;10; Married-civ-spouse; Adm-clerical; Husband; Black; Male;0;0;40; United-States
23155;34; Private;69491; HS-grad;9; Married-civ-spouse; Other-service; Husband; White; Male;0;0;40; United-States
23156;44; Local-gov;193755; Assoc-acdm;12; Never-married; Protective-serv; Not-in-family; White; Male;0;0;40; United-States
23157;33; Private;598802; Some-college;10; Divorced; Adm-clerical; Unmarried; Black; Female;0;0;40; United-States
23158;72; Local-gov;259762; HS-grad;9; Married-civ-spouse; Exec-managerial; Husband; White; Male;2290;0;10; United-States
23159;19; Private;266255; HS-grad;9; Never-married; Sales; Own-child; White; Female;0;0;40; United-States
23160;59; Private;32954; Assoc-voc;11; Divorced; Prof-specialty; Not-in-family; White; Female;0;0;36; United-States
23161;40; Private;291808; HS-grad;9; Divorced; Protective-serv; Not-in-family; Black; Female;0;0;40; United-States
23162;35; Private;190728; HS-grad;9; Divorced; Prof-specialty; Unmarried; White; Female;0;0;40; United-States
23163;22; Private;59184; Assoc-acdm;12; Never-married; Adm-clerical; Not-in-family; White; Male;0;0;45; United-States
23164;41; Private;196456; Masters;14; Never-married; Prof-specialty; Not-in-family; White; Female;0;0;40; United-States
23165;59; Private;147989; Some-college;10; Married-civ-spouse; Tech-support; Husband; White; Male;0;0;50; United-States
23166;50; Private;195784; 12th;8; Divorced; Handlers-cleaners; Unmarried; White; Male;0;0;40; United-States
23167;21; Private;202214; Assoc-acdm;12; Never-married; Adm-clerical; Not-in-family; White; Female;0;0;10; United-States
23168;40; Self-emp-inc;225165; HS-grad;9; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;40; United-States
23169;22; Private;54825; HS-grad;9; Never-married; Sales; Not-in-family; White; Male;0;0;40; United-States
23170;43; Private;188905; 5th-6th;3; Separated; Machine-op-inspct; Not-in-family; White; Female;0;0;40; Mexico
23171;17; Private;132636; 11th;7; Never-married; Transport-moving; Own-child; White; Female;0;0;16; United-States
23172;42; Local-gov;228320; 7th-8th;4; Divorced; Other-service; Not-in-family; White; Male;0;0;40; United-States
23173;37; Private;415500; Some-college;10; Married-civ-spouse; Machine-op-inspct; Husband; Black; Male;0;0;40; United-States
23174;19; Private;254247; 12th;8; Never-married; Adm-clerical; Own-child; White; Male;0;0;38; ?
23175;43; Private;255635; 5th-6th;3; Married-civ-spouse; Machine-op-inspct; Husband; Other; Male;0;0;40; Mexico
23176;46; Private;96080; 9th;5; Separated; Craft-repair; Unmarried; White; Female;0;0;40; United-States
23177;18; ?;78181; HS-grad;9; Never-married; ?; Own-child; White; Female;0;0;20; United-States
23178;50; Local-gov;339547; Prof-school;15; Married-civ-spouse; Adm-clerical; Husband; Asian-Pac-Islander; Male;0;0;40; Laos
23179;47; Self-emp-not-inc;126500; 7th-8th;4; Married-civ-spouse; Sales; Husband; White; Male;0;0;40; Puerto-Rico
23180;31; Private;511289; HS-grad;9; Never-married; Farming-fishing; Not-in-family; White; Male;2907;0;99; United-States
23181;33; Private;159574; 7th-8th;4; Married-civ-spouse; Adm-clerical; Husband; White; Male;0;0;45; United-States
23182;27; Private;224105; HS-grad;9; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;7298;0;40; United-States
23183;59; Self-emp-not-inc;128105; HS-grad;9; Married-civ-spouse; Farming-fishing; Husband; White; Male;0;0;35; United-States
23184;39; Local-gov;89508; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;40; United-States
23185;29; Private;370242; Some-college;10; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;40; United-States
23186;26; Private;67257; Bachelors;13; Widowed; Exec-managerial; Not-in-family; White; Female;0;0;55; United-States
23187;24; Private;62952; HS-grad;9; Never-married; Craft-repair; Own-child; White; Male;0;0;40; United-States
23188;25; Private;111058; Some-college;10; Never-married; Adm-clerical; Not-in-family; White; Male;0;1980;40; United-States
23189;30; Private;29235; Some-college;10; Never-married; Adm-clerical; Other-relative; White; Female;0;0;20; United-States
23190;52; State-gov;101119; 11th;7; Married-civ-spouse; Transport-moving; Husband; White; Male;0;0;40; United-States
23191;51; Federal-gov;140516; Masters;14; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;40; United-States
23192;30; Private;159888; Bachelors;13; Never-married; Sales; Not-in-family; White; Male;0;0;60; United-States
23193;19; ?;45643; Some-college;10; Never-married; ?; Own-child; White; Female;0;0;25; United-States
23194;23; Private;166371; Some-college;10; Never-married; Tech-support; Own-child; White; Male;0;0;60; United-States
23195;37; State-gov;160910; Doctorate;16; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;45; United-States
23196;25; State-gov;257064; Some-college;10; Married-civ-spouse; Adm-clerical; Husband; Black; Male;0;0;38; United-States
23197;49; Self-emp-not-inc;181307; Prof-school;15; Married-civ-spouse; Prof-specialty; Husband; White; Male;15024;0;65; United-States
23198;30; Private;83253; HS-grad;9; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;55; United-States
23199;40; Private;128700; Some-college;10; Divorced; Adm-clerical; Unmarried; White; Female;0;0;40; United-States
23200;20; Private;243010; HS-grad;9; Never-married; Machine-op-inspct; Other-relative; Other; Male;0;0;32; United-States
23201;35; Self-emp-not-inc;37778; Assoc-voc;11; Married-civ-spouse; Farming-fishing; Husband; White; Male;3103;0;55; United-States
23202;24; Private;132320; Bachelors;13; Never-married; Exec-managerial; Own-child; White; Male;0;0;45; United-States
23203;32; Private;234755; HS-grad;9; Separated; Craft-repair; Unmarried; Black; Male;0;0;40; United-States
23204;35; Private;142616; HS-grad;9; Separated; Other-service; Own-child; Black; Female;0;0;30; United-States
23205;20; Private;148509; HS-grad;9; Never-married; Other-service; Not-in-family; White; Female;0;0;40; United-States
23206;29; State-gov;240738; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;40; United-States
23207;25; Private;32276; HS-grad;9; Never-married; Craft-repair; Own-child; White; Male;0;0;28; United-States
23208;50; Local-gov;163921; 7th-8th;4; Married-civ-spouse; Transport-moving; Husband; White; Male;0;0;40; United-States
23209;24; Private;464103; HS-grad;9; Never-married; Adm-clerical; Not-in-family; White; Male;0;0;50; United-States
23210;49; ?;271346; Bachelors;13; Married-civ-spouse; ?; Husband; White; Male;15024;0;60; United-States
23211;30; Local-gov;327825; HS-grad;9; Divorced; Protective-serv; Own-child; White; Female;0;0;32; United-States
23212;37; Private;267085; Some-college;10; Married-civ-spouse; Adm-clerical; Husband; White; Male;0;0;40; United-States
23213;50; Private;266945; HS-grad;9; Married-civ-spouse; Machine-op-inspct; Wife; White; Female;3137;0;40; El-Salvador
23214;20; Private;234663; HS-grad;9; Never-married; Handlers-cleaners; Own-child; White; Male;0;0;30; United-States
23215;49; Self-emp-not-inc;189123; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;5013;0;50; United-States
23216;55; Private;104996; 7th-8th;4; Married-civ-spouse; Transport-moving; Husband; White; Male;0;0;50; United-States
23217;61; Private;101265; 12th;8; Widowed; Machine-op-inspct; Unmarried; White; Female;0;0;40; Italy
23218;22; Private;184975; HS-grad;9; Married-spouse-absent; Other-service; Own-child; White; Female;0;0;3; United-States
23219;23; Private;246965; Assoc-acdm;12; Never-married; Adm-clerical; Not-in-family; White; Male;0;0;12; United-States
23220;43; Private;227065; HS-grad;9; Never-married; Prof-specialty; Not-in-family; White; Male;4650;0;40; United-States
23221;39; Private;301867; Bachelors;13; Divorced; Adm-clerical; Not-in-family; Asian-Pac-Islander; Female;0;0;24; Philippines
23222;21; Private;185948; Some-college;10; Never-married; Sales; Own-child; White; Male;0;0;35; United-States
23223;52; Self-emp-inc;134854; HS-grad;9; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;40; United-States
23224;30; Private;281030; Assoc-voc;11; Married-civ-spouse; Sales; Husband; White; Male;4064;0;40; United-States
23225;42; Private;126701; Bachelors;13; Divorced; Adm-clerical; Unmarried; White; Male;9562;0;45; United-States
23226;50; Self-emp-not-inc;95949; Bachelors;13; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;50; United-States
23227;51; Self-emp-not-inc;88528; Assoc-acdm;12; Divorced; Exec-managerial; Unmarried; White; Female;0;0;99; United-States
23228;47; Private;24723; 10th;6; Divorced; Exec-managerial; Not-in-family; Amer-Indian-Eskimo; Female;0;0;45; United-States
23229;49; ?;171411; 9th;5; Divorced; ?; Not-in-family; White; Male;0;0;40; United-States
23230;45; Private;184581; HS-grad;9; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;0;0;40; United-States
23231;48; Federal-gov;100067; Some-college;10; Widowed; Other-service; Unmarried; Black; Female;0;0;40; United-States
23232;36; Private;182863; Bachelors;13; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;50; United-States
23233;20; Never-worked;462294; Some-college;10; Never-married; ?; Own-child; Black; Male;0;0;40; United-States
23234;61; Private;85434; HS-grad;9; Married-civ-spouse; Transport-moving; Husband; White; Male;0;0;40; United-States
23235;72; Private;158092; Bachelors;13; Divorced; Sales; Not-in-family; White; Male;0;0;30; United-States
23236;19; Private;104844; Some-college;10; Never-married; Sales; Own-child; White; Female;0;0;15; United-States
23237;54; Self-emp-inc;304570; Bachelors;13; Married-civ-spouse; Machine-op-inspct; Husband; Asian-Pac-Islander; Male;7688;0;40; ?
23238;47; ?;89806; Some-college;10; Divorced; ?; Not-in-family; Amer-Indian-Eskimo; Female;0;0;35; United-States
23239;39; Private;106183; HS-grad;9; Divorced; Other-service; Unmarried; Amer-Indian-Eskimo; Female;6849;0;40; United-States
23240;24; Private;89347; 11th;7; Never-married; Machine-op-inspct; Not-in-family; White; Female;0;0;40; United-States
23241;44; Private;157236; Some-college;10; Married-spouse-absent; Handlers-cleaners; Unmarried; White; Male;0;0;40; Poland
23242;19; Private;261259; HS-grad;9; Never-married; Handlers-cleaners; Own-child; White; Male;0;0;20; United-States
23243;20; Private;286166; HS-grad;9; Never-married; Sales; Not-in-family; White; Male;0;0;48; United-States
23244;23; Private;122272; HS-grad;9; Never-married; Craft-repair; Own-child; White; Female;0;0;40; United-States
23245;58; Private;248739; HS-grad;9; Married-civ-spouse; Farming-fishing; Husband; White; Male;0;0;53; United-States
23246;20; Private;224238; 12th;8; Never-married; Craft-repair; Own-child; White; Male;0;0;40; United-States
23247;62; Private;138157; HS-grad;9; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;12; United-States
23248;25; Private;148460; HS-grad;9; Never-married; Adm-clerical; Own-child; Black; Female;4416;0;40; Puerto-Rico
23249;67; Private;236627; Bachelors;13; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;2; United-States
23250;37; Local-gov;191364; Assoc-acdm;12; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;40; France
23251;36; Private;353524; HS-grad;9; Divorced; Exec-managerial; Own-child; White; Female;1831;0;40; United-States
23252;38; Private;391040; Assoc-voc;11; Separated; Tech-support; Unmarried; White; Female;0;0;20; United-States
23253;23; Private;134997; HS-grad;9; Divorced; Other-service; Unmarried; White; Female;0;0;80; United-States
23254;28; Private;392487; HS-grad;9; Married-civ-spouse; Sales; Wife; White; Female;0;0;40; United-States
23255;25; Private;216724; HS-grad;9; Divorced; Exec-managerial; Own-child; White; Male;0;0;40; United-States
23256;41; Self-emp-not-inc;174395; Doctorate;16; Married-civ-spouse; Prof-specialty; Husband; White; Male;15024;0;55; United-States
23257;63; Private;383058; Bachelors;13; Married-civ-spouse; Sales; Husband; White; Male;0;1848;40; United-States
23258;60; Self-emp-not-inc;96073; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;30; United-States
23259;31; Self-emp-inc;103435; HS-grad;9; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;50; United-States
23260;29; Self-emp-not-inc;96718; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;37; United-States
23261;37; Private;178948; Bachelors;13; Married-civ-spouse; Exec-managerial; Wife; White; Female;7688;0;45; United-States
23262;51; Private;173987; 9th;5; Married-civ-spouse; Sales; Husband; White; Male;0;0;40; United-States
23263;45; Private;34419; Some-college;10; Married-civ-spouse; Exec-managerial; Husband; White; Male;7298;0;40; United-States
23264;27; Private;224849; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;40; United-States
23265;18; Private;249857; Some-college;10; Never-married; Other-service; Own-child; White; Male;0;0;20; United-States
23266;34; Private;340458; HS-grad;9; Divorced; Machine-op-inspct; Unmarried; White; Female;0;0;40; United-States
23267;66; Self-emp-not-inc;427422; Doctorate;16; Married-civ-spouse; Sales; Husband; White; Male;0;2377;25; United-States
23268;19; ?;440417; Some-college;10; Never-married; ?; Own-child; White; Female;0;0;15; United-States
23269;36; Private;175643; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;35; United-States
23270;35; Private;297485; Bachelors;13; Divorced; Exec-managerial; Unmarried; White; Female;0;0;40; United-States
23271;27; Private;232954; HS-grad;9; Married-civ-spouse; Sales; Husband; White; Male;0;0;45; United-States
23272;29; Private;326330; Some-college;10; Divorced; Exec-managerial; Own-child; White; Female;1831;0;40; United-States
23273;25; Private;109419; HS-grad;9; Never-married; Adm-clerical; Own-child; White; Female;0;0;40; United-States
23274;22; Private;127768; Some-college;10; Never-married; Other-service; Own-child; White; Male;0;0;32; United-States
23275;41; Private;252986; Some-college;10; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;48; United-States
23276;20; Private;380544; Assoc-acdm;12; Never-married; Transport-moving; Own-child; White; Male;0;0;20; United-States
23277;52; Private;306108; HS-grad;9; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;0;0;40; United-States
23278;34; Private;232855; Some-college;10; Separated; Other-service; Unmarried; Black; Female;0;0;37; United-States
23279;44; Private;130126; Prof-school;15; Divorced; Prof-specialty; Not-in-family; White; Male;0;0;45; United-States
23280;50; Private;194231; Masters;14; Divorced; Sales; Not-in-family; White; Female;0;0;40; United-States
23281;49; Self-emp-inc;197038; Bachelors;13; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;50; United-States
23282;36; ?;168223; Bachelors;13; Never-married; ?; Own-child; White; Female;0;0;40; United-States
23283;71; State-gov;26109; Prof-school;15; Married-civ-spouse; Other-service; Husband; White; Male;0;0;28; United-States
23284;20; Private;285671; HS-grad;9; Never-married; Other-service; Other-relative; Black; Male;0;0;25; United-States
23285;20; Private;153583; Some-college;10; Never-married; Adm-clerical; Own-child; White; Female;0;0;40; ?
23286;59; Self-emp-inc;103948; HS-grad;9; Married-civ-spouse; Sales; Husband; White; Male;0;0;60; United-States
23287;41; Private;439919; 5th-6th;3; Married-civ-spouse; Farming-fishing; Husband; White; Male;3411;0;40; Mexico
23288;38; Private;40319; Some-college;10; Divorced; Exec-managerial; Not-in-family; White; Female;0;0;42; United-States
23289;55; Local-gov;159028; HS-grad;9; Married-civ-spouse; Transport-moving; Husband; White; Male;0;0;40; United-States
23290;17; Private;98675; 9th;5; Never-married; Other-service; Unmarried; White; Female;0;0;20; United-States
23291;45; Private;90758; Bachelors;13; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;55; United-States
23292;43; Self-emp-not-inc;75435; HS-grad;9; Divorced; Craft-repair; Unmarried; Amer-Indian-Eskimo; Male;0;0;30; United-States
23293;19; Private;219189; 12th;8; Never-married; Other-service; Own-child; White; Male;0;0;25; United-States
23294;33; Private;203463; HS-grad;9; Divorced; Other-service; Own-child; White; Female;0;0;40; United-States
23295;63; Private;187635; HS-grad;9; Never-married; Exec-managerial; Not-in-family; White; Male;0;0;40; United-States
23296;39; Self-emp-not-inc;154641; HS-grad;9; Divorced; Farming-fishing; Not-in-family; White; Male;8614;0;50; United-States
23297;34; Private;27153; HS-grad;9; Married-civ-spouse; Transport-moving; Husband; White; Male;0;0;40; United-States
23298;31; Private;150324; Assoc-acdm;12; Never-married; Machine-op-inspct; Unmarried; White; Male;0;0;40; United-States
23299;21; Private;83704; 12th;8; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;40; United-States
23300;23; Private;176262; Assoc-voc;11; Never-married; Adm-clerical; Other-relative; White; Female;0;0;36; United-States
23301;20; Private;179423; Some-college;10; Never-married; Handlers-cleaners; Own-child; White; Female;0;0;8; United-States
23302;45; Private;168038; Bachelors;13; Divorced; Sales; Not-in-family; White; Male;0;0;60; United-States
23303;59; Private;108765; HS-grad;9; Married-civ-spouse; Transport-moving; Husband; White; Male;0;0;50; United-States
23304;58; Private;146477; Masters;14; Married-civ-spouse; Exec-managerial; Husband; White; Male;15024;0;40; Greece
23305;66; Local-gov;188220; HS-grad;9; Widowed; Adm-clerical; Unmarried; White; Female;0;0;35; United-States
23306;37; Private;292855; Assoc-voc;11; Married-civ-spouse; Prof-specialty; Wife; White; Female;0;1887;35; United-States
23307;29; Private;114870; Some-college;10; Divorced; Craft-repair; Own-child; White; Male;0;0;40; United-States
23308;32; State-gov;77723; Bachelors;13; Divorced; Exec-managerial; Not-in-family; Asian-Pac-Islander; Female;0;0;40; United-States
23309;39; Private;284166; Bachelors;13; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;1902;50; United-States
23310;57; Private;133902; HS-grad;9; Widowed; Exec-managerial; Unmarried; White; Female;0;0;45; United-States
23311;57; Private;191318; Masters;14; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;40; United-States
23312;50; Self-emp-inc;67794; HS-grad;9; Married-spouse-absent; Sales; Not-in-family; White; Male;0;0;60; United-States
23313;44; Self-emp-inc;357679; Bachelors;13; Married-civ-spouse; Farming-fishing; Husband; White; Male;15024;0;65; United-States
23314;56; Private;117872; Assoc-voc;11; Married-civ-spouse; Craft-repair; Husband; Black; Male;0;0;40; United-States
23315;26; Private;55929; Masters;14; Never-married; Exec-managerial; Not-in-family; White; Female;0;0;48; United-States
23316;22; ?;165065; Some-college;10; Never-married; ?; Own-child; White; Female;0;0;40; Italy
23317;26; Self-emp-not-inc;34307; Assoc-voc;11; Never-married; Farming-fishing; Own-child; White; Male;0;0;65; United-States
23318;33; Private;246038; Bachelors;13; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;40; United-States
23319;36; Self-emp-not-inc;147258; Assoc-voc;11; Married-civ-spouse; Farming-fishing; Husband; White; Male;0;0;60; United-States
23320;45; Private;329144; Some-college;10; Married-civ-spouse; Sales; Husband; White; Male;0;0;40; United-States
23321;56; Local-gov;52953; Doctorate;16; Divorced; Prof-specialty; Not-in-family; White; Female;0;1669;38; United-States
23322;23; Private;216181; Some-college;10; Never-married; Sales; Own-child; White; Male;0;0;36; Iran
23323;23; Private;391171; Some-college;10; Never-married; Other-service; Not-in-family; Black; Male;0;0;25; United-States
23324;35; Local-gov;223242; Bachelors;13; Divorced; Prof-specialty; Not-in-family; White; Male;0;0;40; United-States
23325;39; Private;103925; Bachelors;13; Married-civ-spouse; Prof-specialty; Wife; White; Female;7688;0;32; United-States
23326;45; Private;38240; HS-grad;9; Divorced; Craft-repair; Not-in-family; White; Male;0;0;40; United-States
23327;21; Private;148444; Some-college;10; Never-married; Sales; Own-child; White; Female;0;0;25; United-States
23328;56; State-gov;110257; HS-grad;9; Married-civ-spouse; Adm-clerical; Husband; White; Male;0;0;40; United-States
23329;31; Federal-gov;101345; HS-grad;9; Never-married; Handlers-cleaners; Own-child; White; Female;0;0;40; United-States
23330;44; Private;268098; 12th;8; Never-married; Transport-moving; Not-in-family; Black; Male;0;0;36; United-States
23331;21; ?;369084; Some-college;10; Never-married; ?; Other-relative; White; Male;0;0;10; United-States
23332;31; Private;288825; HS-grad;9; Married-civ-spouse; Handlers-cleaners; Husband; White; Male;5013;0;40; United-States
23333;20; Private;162688; HS-grad;9; Never-married; Handlers-cleaners; Own-child; White; Male;0;0;38; United-States
23334;17; ?;48751; 11th;7; Never-married; ?; Own-child; Black; Female;0;0;40; United-States
23335;44; Federal-gov;184099; HS-grad;9; Married-civ-spouse; Adm-clerical; Husband; White; Male;0;0;40; United-States
23336;19; Private;307496; Some-college;10; Never-married; Other-service; Own-child; White; Female;0;0;23; United-States
23337;71; ?;176986; HS-grad;9; Widowed; ?; Unmarried; White; Male;0;0;24; United-States
23338;23; Private;267955; Some-college;10; Never-married; Sales; Not-in-family; White; Female;0;0;40; United-States
23339;21; Private;283969; HS-grad;9; Never-married; Craft-repair; Own-child; White; Male;0;0;40; Mexico
23340;29; State-gov;204516; Masters;14; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;15; United-States
23341;33; Private;167771; Some-college;10; Separated; Other-service; Not-in-family; White; Female;0;0;30; United-States
23342;46; Private;345073; HS-grad;9; Divorced; Exec-managerial; Not-in-family; White; Male;0;0;48; United-States
23343;21; ?;380219; Some-college;10; Never-married; ?; Own-child; Black; Female;0;0;40; United-States
23344;36; Self-emp-inc;306156; Some-college;10; Married-civ-spouse; Sales; Husband; White; Male;15024;0;60; United-States
23345;70; Self-emp-not-inc;37203; Masters;14; Married-civ-spouse; Prof-specialty; Husband; White; Male;9386;0;30; United-States
23346;19; Private;185097; HS-grad;9; Never-married; Handlers-cleaners; Not-in-family; White; Female;0;0;37; United-States
23347;29; Private;144808; Some-college;10; Married-civ-spouse; Exec-managerial; Own-child; Black; Female;0;0;40; United-States
23348;34; Private;187203; Assoc-acdm;12; Never-married; Sales; Unmarried; White; Male;0;0;50; United-States
23349;26; Private;125089; Some-college;10; Never-married; Exec-managerial; Not-in-family; White; Male;0;0;40; United-States
23350;30; Private;289458; Bachelors;13; Never-married; Exec-managerial; Not-in-family; White; Female;0;0;40; United-States
23351;34; Private;144798; Some-college;10; Never-married; Adm-clerical; Not-in-family; White; Female;0;0;40; United-States
23352;24; ?;172152; Bachelors;13; Never-married; ?; Not-in-family; Asian-Pac-Islander; Male;0;0;25; Taiwan
23353;28; Private;207513; HS-grad;9; Never-married; Sales; Own-child; White; Male;0;0;48; United-States
23354;24; ?;164574; Some-college;10; Never-married; ?; Own-child; White; Male;0;0;40; United-States
23355;76; Private;199949; Bachelors;13; Married-civ-spouse; Adm-clerical; Husband; White; Male;20051;0;50; United-States
23356;19; Private;213024; 12th;8; Never-married; Handlers-cleaners; Own-child; White; Male;0;0;40; United-States
23357;45; Private;213140; 10th;6; Married-civ-spouse; Craft-repair; Husband; White; Male;2829;0;40; United-States
23358;24; Self-emp-not-inc;83374; Some-college;10; Never-married; Prof-specialty; Not-in-family; Asian-Pac-Islander; Male;0;0;30; United-States
23359;37; Private;192939; Bachelors;13; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;40; United-States
23360;24; Private;424494; Bachelors;13; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;30; United-States
23361;24; Private;215243; Bachelors;13; Never-married; Adm-clerical; Not-in-family; White; Female;0;0;42; United-States
23362;40; Private;30682; HS-grad;9; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;0;0;45; United-States
23363;20; Private;306639; Some-college;10; Never-married; Handlers-cleaners; Own-child; White; Male;0;0;20; United-States
23364;23; Local-gov;218678; 11th;7; Married-civ-spouse; Handlers-cleaners; Husband; White; Male;0;0;40; United-States
23365;25; Private;219130; Some-college;10; Never-married; Other-service; Not-in-family; Other; Female;0;0;40; United-States
23366;64; Private;180624; Assoc-acdm;12; Never-married; Prof-specialty; Other-relative; White; Female;0;0;30; United-States
23367;53; Local-gov;200190; Masters;14; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;1977;55; United-States
23368;28; Private;194472; Some-college;10; Married-civ-spouse; Adm-clerical; Own-child; White; Female;0;0;40; United-States
23369;52; Local-gov;205767; Masters;14; Married-civ-spouse; Prof-specialty; Husband; Black; Male;0;0;40; United-States
23370;28; Private;249870; Prof-school;15; Never-married; Prof-specialty; Not-in-family; Black; Male;0;0;50; United-States
23371;31; Private;211242; Assoc-acdm;12; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;55; United-States
23372;77; Private;149912; Bachelors;13; Never-married; Prof-specialty; Not-in-family; White; Female;0;0;10; United-States
23373;22; Private;85389; HS-grad;9; Never-married; Tech-support; Own-child; White; Male;0;0;40; United-States
23374;17; ?;806316; 11th;7; Never-married; ?; Own-child; White; Female;0;0;20; United-States
23375;38; Private;329980; Bachelors;13; Never-married; Exec-managerial; Not-in-family; White; Male;0;0;55; United-States
23376;45; ?;236612; 11th;7; Divorced; ?; Own-child; Black; Male;0;0;40; United-States
23377;25; Local-gov;249214; Some-college;10; Never-married; Adm-clerical; Unmarried; Black; Female;0;0;40; United-States
23378;50; Private;257126; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;40; United-States
23379;53; Local-gov;204397; HS-grad;9; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;60; United-States
23380;24; Private;291979; HS-grad;9; Never-married; Farming-fishing; Not-in-family; White; Male;0;0;40; United-States
23381;33; Private;138667; HS-grad;9; Married-civ-spouse; Adm-clerical; Husband; White; Male;0;0;50; United-States
